,lsat,pass_bar,bar
753,24.7,1.0,b'a Passed 1st time'
754,47.0,1.0,b'a Passed 1st time'
755,35.0,1.0,b'a Passed 1st time'
756,46.0,1.0,b'a Passed 1st time'
757,27.0,1.0,b'a Passed 1st time'
758,28.0,1.0,b'a Passed 1st time'
759,41.0,1.0,b'a Passed 1st time'
760,32.5,1.0,b'a Passed 1st time'
761,45.0,1.0,b'a Passed 1st time'
762,29.0,1.0,b'a Passed 1st time'
764,42.0,1.0,b'a Passed 1st time'
765,36.5,1.0,b'b Passed 2nd time'
766,44.0,1.0,b'a Passed 1st time'
767,42.0,1.0,b'a Passed 1st time'
768,48.0,1.0,b'a Passed 1st time'
769,33.0,1.0,b'a Passed 1st time'
771,38.0,1.0,b'a Passed 1st time'
772,30.0,1.0,b'a Passed 1st time'
773,40.0,1.0,b'a Passed 1st time'
774,37.0,1.0,b'a Passed 1st time'
775,38.0,1.0,b'a Passed 1st time'
776,45.0,1.0,b'a Passed 1st time'
777,39.0,1.0,b'a Passed 1st time'
778,32.0,1.0,b'a Passed 1st time'
779,42.0,1.0,b'a Passed 1st time'
780,37.0,1.0,b'a Passed 1st time'
781,37.0,0.0,b'c Failed'
783,41.0,1.0,b'a Passed 1st time'
784,33.0,1.0,b'a Passed 1st time'
785,32.0,1.0,b'a Passed 1st time'
786,38.0,1.0,b'a Passed 1st time'
787,23.0,0.0,b'c Failed'
791,34.5,1.0,b'a Passed 1st time'
792,35.0,1.0,b'a Passed 1st time'
793,34.0,1.0,b'a Passed 1st time'
794,37.0,1.0,b'a Passed 1st time'
795,30.0,1.0,b'a Passed 1st time'
796,40.0,1.0,b'a Passed 1st time'
797,47.0,1.0,b'a Passed 1st time'
798,41.0,1.0,b'a Passed 1st time'
799,34.0,1.0,b'a Passed 1st time'
800,32.0,1.0,b'a Passed 1st time'
802,38.0,1.0,b'a Passed 1st time'
804,33.0,1.0,b'a Passed 1st time'
805,35.0,1.0,b'a Passed 1st time'
806,46.0,1.0,b'a Passed 1st time'
807,37.0,1.0,b'a Passed 1st time'
808,37.0,1.0,b'a Passed 1st time'
810,35.0,1.0,b'a Passed 1st time'
811,39.0,1.0,b'a Passed 1st time'
812,44.0,1.0,b'a Passed 1st time'
813,36.0,1.0,b'a Passed 1st time'
814,19.0,0.0,b'c Failed'
815,33.5,1.0,b'a Passed 1st time'
816,33.0,1.0,b'a Passed 1st time'
817,31.5,1.0,b'a Passed 1st time'
818,39.0,1.0,b'a Passed 1st time'
819,44.0,1.0,b'a Passed 1st time'
821,37.5,1.0,b'a Passed 1st time'
822,33.0,0.0,b'c Failed'
823,41.0,1.0,b'a Passed 1st time'
824,32.0,1.0,b'a Passed 1st time'
825,37.0,1.0,b'a Passed 1st time'
826,42.0,1.0,b'a Passed 1st time'
828,31.0,0.0,b'c Failed'
829,41.0,1.0,b'a Passed 1st time'
830,35.0,1.0,b'a Passed 1st time'
831,35.0,1.0,b'a Passed 1st time'
832,41.0,1.0,b'a Passed 1st time'
833,37.5,1.0,b'a Passed 1st time'
834,40.0,1.0,b'a Passed 1st time'
835,37.0,1.0,b'a Passed 1st time'
838,18.3,1.0,b'a Passed 1st time'
839,30.0,1.0,b'a Passed 1st time'
840,36.0,1.0,b'b Passed 2nd time'
841,43.0,1.0,b'a Passed 1st time'
842,40.0,1.0,b'a Passed 1st time'
843,39.0,1.0,b'a Passed 1st time'
844,34.0,1.0,b'a Passed 1st time'
846,34.0,1.0,b'a Passed 1st time'
847,33.0,1.0,b'a Passed 1st time'
848,30.0,1.0,b'a Passed 1st time'
849,35.0,1.0,b'a Passed 1st time'
850,45.5,1.0,b'a Passed 1st time'
851,38.0,1.0,b'a Passed 1st time'
852,27.5,1.0,b'a Passed 1st time'
853,37.0,1.0,b'a Passed 1st time'
854,38.0,1.0,b'a Passed 1st time'
855,33.0,1.0,b'a Passed 1st time'
857,37.0,1.0,b'a Passed 1st time'
858,31.0,1.0,b'a Passed 1st time'
859,32.0,1.0,b'a Passed 1st time'
860,32.5,1.0,b'a Passed 1st time'
861,33.0,1.0,b'a Passed 1st time'
862,34.0,1.0,b'a Passed 1st time'
863,45.0,1.0,b'a Passed 1st time'
864,38.0,1.0,b'a Passed 1st time'
865,38.0,1.0,b'a Passed 1st time'
866,25.5,1.0,b'a Passed 1st time'
869,37.0,1.0,b'a Passed 1st time'
870,27.0,1.0,b'a Passed 1st time'
871,33.0,1.0,b'a Passed 1st time'
872,27.5,1.0,b'b Passed 2nd time'
873,32.3,1.0,b'a Passed 1st time'
874,34.0,0.0,b'c Failed'
875,23.0,1.0,b'a Passed 1st time'
876,34.0,1.0,b'a Passed 1st time'
877,43.0,1.0,b'a Passed 1st time'
878,43.0,1.0,b'a Passed 1st time'
879,27.0,1.0,b'a Passed 1st time'
880,31.0,1.0,b'a Passed 1st time'
881,45.0,1.0,b'a Passed 1st time'
882,41.0,1.0,b'a Passed 1st time'
883,45.0,0.0,b'c Failed'
885,32.0,1.0,b'a Passed 1st time'
886,41.0,1.0,b'a Passed 1st time'
887,41.0,1.0,b'a Passed 1st time'
888,35.5,1.0,b'a Passed 1st time'
890,32.0,1.0,b'a Passed 1st time'
891,33.0,1.0,b'a Passed 1st time'
892,40.0,1.0,b'a Passed 1st time'
893,40.0,1.0,b'a Passed 1st time'
894,44.0,1.0,b'a Passed 1st time'
895,35.0,1.0,b'a Passed 1st time'
896,42.0,1.0,b'a Passed 1st time'
897,33.0,1.0,b'a Passed 1st time'
898,41.0,0.0,b'c Failed'
900,39.0,1.0,b'a Passed 1st time'
901,42.0,1.0,b'a Passed 1st time'
902,43.0,1.0,b'a Passed 1st time'
903,31.0,1.0,b'a Passed 1st time'
904,32.0,1.0,b'a Passed 1st time'
906,31.0,1.0,b'a Passed 1st time'
907,32.0,1.0,b'b Passed 2nd time'
908,31.5,1.0,b'a Passed 1st time'
909,34.5,1.0,b'a Passed 1st time'
910,44.0,1.0,b'a Passed 1st time'
911,34.0,1.0,b'a Passed 1st time'
915,47.0,1.0,b'a Passed 1st time'
916,32.5,0.0,b'c Failed'
917,33.0,1.0,b'a Passed 1st time'
918,34.0,1.0,b'a Passed 1st time'
919,35.0,1.0,b'a Passed 1st time'
921,37.0,1.0,b'a Passed 1st time'
922,30.0,1.0,b'a Passed 1st time'
923,33.0,1.0,b'a Passed 1st time'
924,35.0,1.0,b'a Passed 1st time'
925,34.0,1.0,b'a Passed 1st time'
926,34.0,1.0,b'a Passed 1st time'
927,32.0,1.0,b'a Passed 1st time'
928,28.0,1.0,b'a Passed 1st time'
929,38.0,1.0,b'a Passed 1st time'
930,38.0,1.0,b'a Passed 1st time'
931,35.0,1.0,b'a Passed 1st time'
932,29.0,0.0,b'c Failed'
933,32.0,1.0,b'a Passed 1st time'
934,36.0,0.0,b'c Failed'
935,27.0,1.0,b'a Passed 1st time'
936,46.0,1.0,b'a Passed 1st time'
937,39.0,1.0,b'a Passed 1st time'
938,41.0,1.0,b'b Passed 2nd time'
939,36.0,1.0,b'a Passed 1st time'
941,46.0,1.0,b'a Passed 1st time'
942,30.0,1.0,b'b Passed 2nd time'
944,34.0,1.0,b'a Passed 1st time'
945,22.0,1.0,b'a Passed 1st time'
946,36.0,1.0,b'a Passed 1st time'
947,35.0,1.0,b'a Passed 1st time'
948,35.0,1.0,b'a Passed 1st time'
950,38.0,1.0,b'a Passed 1st time'
952,45.0,1.0,b'a Passed 1st time'
954,42.0,1.0,b'a Passed 1st time'
955,40.0,1.0,b'a Passed 1st time'
956,32.3,1.0,b'a Passed 1st time'
957,32.5,1.0,b'a Passed 1st time'
958,35.0,1.0,b'a Passed 1st time'
959,48.0,1.0,b'a Passed 1st time'
960,40.0,1.0,b'a Passed 1st time'
961,34.0,1.0,b'a Passed 1st time'
962,35.0,1.0,b'a Passed 1st time'
963,38.0,1.0,b'a Passed 1st time'
964,34.0,1.0,b'a Passed 1st time'
966,42.0,1.0,b'a Passed 1st time'
967,39.0,1.0,b'a Passed 1st time'
968,45.0,1.0,b'a Passed 1st time'
969,36.0,1.0,b'a Passed 1st time'
970,31.0,1.0,b'a Passed 1st time'
973,34.0,1.0,b'a Passed 1st time'
975,40.0,1.0,b'a Passed 1st time'
976,42.0,1.0,b'a Passed 1st time'
977,44.0,1.0,b'a Passed 1st time'
978,48.0,1.0,b'a Passed 1st time'
979,34.0,1.0,b'a Passed 1st time'
981,28.0,1.0,b'a Passed 1st time'
982,36.0,1.0,b'a Passed 1st time'
984,35.0,1.0,b'a Passed 1st time'
986,39.0,1.0,b'a Passed 1st time'
987,41.0,1.0,b'a Passed 1st time'
988,40.0,1.0,b'a Passed 1st time'
989,30.0,1.0,b'a Passed 1st time'
990,30.0,1.0,b'a Passed 1st time'
991,35.0,1.0,b'a Passed 1st time'
994,45.0,1.0,b'a Passed 1st time'
995,42.5,1.0,b'a Passed 1st time'
996,39.0,1.0,b'a Passed 1st time'
997,38.0,1.0,b'a Passed 1st time'
998,23.0,1.0,b'a Passed 1st time'
999,36.0,1.0,b'b Passed 2nd time'
1000,39.0,1.0,b'a Passed 1st time'
1001,43.0,1.0,b'a Passed 1st time'
1002,30.5,1.0,b'a Passed 1st time'
1004,47.0,1.0,b'a Passed 1st time'
1005,36.0,1.0,b'a Passed 1st time'
1006,33.0,1.0,b'a Passed 1st time'
1008,46.0,1.0,b'a Passed 1st time'
1009,36.0,1.0,b'b Passed 2nd time'
1010,35.0,1.0,b'a Passed 1st time'
1012,33.0,1.0,b'b Passed 2nd time'
1013,24.0,1.0,b'a Passed 1st time'
1014,39.0,1.0,b'b Passed 2nd time'
1015,37.0,1.0,b'a Passed 1st time'
1016,46.0,1.0,b'a Passed 1st time'
1017,46.0,1.0,b'a Passed 1st time'
1018,37.0,1.0,b'a Passed 1st time'
1019,33.0,1.0,b'b Passed 2nd time'
1020,36.0,1.0,b'a Passed 1st time'
1021,34.0,1.0,b'a Passed 1st time'
1022,36.0,1.0,b'a Passed 1st time'
1023,28.0,1.0,b'a Passed 1st time'
1024,41.0,1.0,b'a Passed 1st time'
1025,39.0,1.0,b'a Passed 1st time'
1026,42.0,1.0,b'a Passed 1st time'
1027,42.0,1.0,b'a Passed 1st time'
1028,37.0,1.0,b'a Passed 1st time'
1029,44.0,1.0,b'a Passed 1st time'
1030,39.0,1.0,b'a Passed 1st time'
1031,30.0,1.0,b'a Passed 1st time'
1032,35.5,1.0,b'a Passed 1st time'
1033,39.0,1.0,b'a Passed 1st time'
1034,44.0,1.0,b'a Passed 1st time'
1035,40.0,1.0,b'a Passed 1st time'
1038,39.0,1.0,b'a Passed 1st time'
1040,36.0,1.0,b'a Passed 1st time'
1043,41.0,1.0,b'a Passed 1st time'
1044,31.3,1.0,b'a Passed 1st time'
1045,38.0,1.0,b'a Passed 1st time'
1046,43.0,1.0,b'a Passed 1st time'
1048,35.0,0.0,b'c Failed'
1051,44.0,1.0,b'a Passed 1st time'
1052,46.0,1.0,b'a Passed 1st time'
1053,38.0,1.0,b'a Passed 1st time'
1054,33.0,1.0,b'a Passed 1st time'
1055,37.0,1.0,b'a Passed 1st time'
1056,33.0,1.0,b'a Passed 1st time'
1057,35.0,1.0,b'a Passed 1st time'
1058,36.0,1.0,b'a Passed 1st time'
1059,45.0,1.0,b'a Passed 1st time'
1060,36.0,1.0,b'a Passed 1st time'
1061,28.0,1.0,b'b Passed 2nd time'
1062,38.0,1.0,b'a Passed 1st time'
1064,41.0,1.0,b'a Passed 1st time'
1066,33.5,1.0,b'a Passed 1st time'
1067,36.0,1.0,b'a Passed 1st time'
1068,31.0,1.0,b'b Passed 2nd time'
1069,39.0,1.0,b'a Passed 1st time'
1070,37.0,1.0,b'a Passed 1st time'
1071,40.0,1.0,b'a Passed 1st time'
1072,27.0,1.0,b'a Passed 1st time'
1073,30.5,1.0,b'a Passed 1st time'
1074,33.0,1.0,b'a Passed 1st time'
1076,28.0,1.0,b'b Passed 2nd time'
1077,37.0,1.0,b'a Passed 1st time'
1078,42.0,1.0,b'a Passed 1st time'
1079,37.0,1.0,b'a Passed 1st time'
1080,36.0,1.0,b'a Passed 1st time'
1081,42.0,1.0,b'a Passed 1st time'
1082,38.0,1.0,b'a Passed 1st time'
1083,37.0,1.0,b'a Passed 1st time'
1084,33.0,1.0,b'a Passed 1st time'
1086,40.0,1.0,b'a Passed 1st time'
1087,46.0,1.0,b'a Passed 1st time'
1088,38.0,1.0,b'a Passed 1st time'
1089,33.3,1.0,b'a Passed 1st time'
1090,35.0,1.0,b'b Passed 2nd time'
1091,31.0,1.0,b'a Passed 1st time'
1092,39.0,1.0,b'a Passed 1st time'
1093,32.0,1.0,b'a Passed 1st time'
1094,29.0,1.0,b'a Passed 1st time'
1095,42.0,1.0,b'a Passed 1st time'
1096,48.0,1.0,b'a Passed 1st time'
1097,36.0,1.0,b'a Passed 1st time'
1098,37.0,1.0,b'a Passed 1st time'
1099,30.3,1.0,b'a Passed 1st time'
1100,35.0,1.0,b'b Passed 2nd time'
1101,42.0,1.0,b'a Passed 1st time'
1102,37.5,1.0,b'a Passed 1st time'
1103,39.0,1.0,b'a Passed 1st time'
1105,42.0,1.0,b'a Passed 1st time'
1106,35.5,1.0,b'a Passed 1st time'
1107,39.0,1.0,b'a Passed 1st time'
1109,38.0,1.0,b'a Passed 1st time'
1110,33.0,1.0,b'a Passed 1st time'
1111,27.0,1.0,b'a Passed 1st time'
1112,35.0,1.0,b'a Passed 1st time'
1113,43.0,1.0,b'a Passed 1st time'
1114,47.0,1.0,b'a Passed 1st time'
1115,39.0,1.0,b'a Passed 1st time'
1116,38.0,1.0,b'a Passed 1st time'
1117,28.5,1.0,b'a Passed 1st time'
1118,39.0,1.0,b'a Passed 1st time'
1119,36.0,1.0,b'a Passed 1st time'
1121,40.0,1.0,b'a Passed 1st time'
1122,42.0,1.0,b'a Passed 1st time'
1123,38.0,1.0,b'a Passed 1st time'
1124,33.0,1.0,b'a Passed 1st time'
1125,41.0,1.0,b'a Passed 1st time'
1126,47.0,1.0,b'a Passed 1st time'
1127,42.0,0.0,b'c Failed'
1128,40.0,1.0,b'a Passed 1st time'
1129,42.0,1.0,b'a Passed 1st time'
1130,28.0,1.0,b'b Passed 2nd time'
1133,45.0,1.0,b'a Passed 1st time'
1135,32.0,1.0,b'a Passed 1st time'
1136,46.0,1.0,b'a Passed 1st time'
1137,43.0,1.0,b'a Passed 1st time'
1138,44.0,1.0,b'a Passed 1st time'
1140,35.0,1.0,b'a Passed 1st time'
1141,40.0,1.0,b'a Passed 1st time'
1142,37.0,1.0,b'a Passed 1st time'
1143,34.0,1.0,b'a Passed 1st time'
1144,37.7,1.0,b'a Passed 1st time'
1145,29.0,1.0,b'a Passed 1st time'
1146,43.0,1.0,b'a Passed 1st time'
1147,35.0,1.0,b'a Passed 1st time'
1148,40.0,1.0,b'a Passed 1st time'
1149,39.0,1.0,b'a Passed 1st time'
1150,46.0,1.0,b'a Passed 1st time'
1151,30.5,1.0,b'a Passed 1st time'
1152,41.0,1.0,b'a Passed 1st time'
1153,33.0,1.0,b'a Passed 1st time'
1154,41.0,1.0,b'a Passed 1st time'
1155,32.0,1.0,b'a Passed 1st time'
1156,47.0,1.0,b'a Passed 1st time'
1157,33.0,1.0,b'a Passed 1st time'
1158,31.0,1.0,b'a Passed 1st time'
1159,42.0,1.0,b'a Passed 1st time'
1160,31.0,1.0,b'a Passed 1st time'
1162,46.0,1.0,b'a Passed 1st time'
1163,44.0,1.0,b'a Passed 1st time'
1165,36.0,1.0,b'a Passed 1st time'
1166,26.0,0.0,b'c Failed'
1167,34.0,1.0,b'a Passed 1st time'
1168,33.5,1.0,b'a Passed 1st time'
1169,37.0,0.0,b'c Failed'
1171,30.5,1.0,b'a Passed 1st time'
1172,36.0,1.0,b'a Passed 1st time'
1173,36.0,1.0,b'a Passed 1st time'
1175,37.0,1.0,b'a Passed 1st time'
1176,38.0,1.0,b'a Passed 1st time'
1177,42.0,1.0,b'a Passed 1st time'
1178,23.5,1.0,b'b Passed 2nd time'
1179,31.0,1.0,b'a Passed 1st time'
1180,30.5,1.0,b'b Passed 2nd time'
1181,45.0,1.0,b'a Passed 1st time'
1182,27.5,1.0,b'b Passed 2nd time'
1183,44.0,1.0,b'a Passed 1st time'
1184,44.0,1.0,b'a Passed 1st time'
1185,43.0,1.0,b'b Passed 2nd time'
1186,38.0,1.0,b'a Passed 1st time'
1188,35.0,1.0,b'b Passed 2nd time'
1189,45.0,1.0,b'a Passed 1st time'
1190,43.5,1.0,b'a Passed 1st time'
1192,37.0,1.0,b'a Passed 1st time'
1193,29.0,1.0,b'a Passed 1st time'
1194,31.0,1.0,b'a Passed 1st time'
1197,46.0,1.0,b'a Passed 1st time'
1198,38.0,1.0,b'a Passed 1st time'
1199,38.0,1.0,b'a Passed 1st time'
1200,37.0,1.0,b'a Passed 1st time'
1202,38.0,1.0,b'a Passed 1st time'
1203,39.0,1.0,b'a Passed 1st time'
1204,33.5,1.0,b'a Passed 1st time'
1205,37.0,1.0,b'a Passed 1st time'
1206,39.0,1.0,b'a Passed 1st time'
1207,45.0,1.0,b'a Passed 1st time'
1208,39.0,1.0,b'a Passed 1st time'
1209,42.0,1.0,b'a Passed 1st time'
1210,37.0,1.0,b'a Passed 1st time'
1211,32.0,1.0,b'a Passed 1st time'
1212,39.0,1.0,b'b Passed 2nd time'
1213,33.0,1.0,b'a Passed 1st time'
1214,42.0,1.0,b'a Passed 1st time'
1215,29.0,1.0,b'b Passed 2nd time'
1216,41.0,1.0,b'a Passed 1st time'
1217,37.0,1.0,b'a Passed 1st time'
1219,42.0,1.0,b'a Passed 1st time'
1220,36.0,1.0,b'a Passed 1st time'
1221,36.0,1.0,b'a Passed 1st time'
1222,42.0,1.0,b'a Passed 1st time'
1224,38.5,1.0,b'a Passed 1st time'
1225,40.0,1.0,b'b Passed 2nd time'
1226,40.0,1.0,b'a Passed 1st time'
1227,33.0,1.0,b'a Passed 1st time'
1228,42.0,1.0,b'a Passed 1st time'
1229,43.0,1.0,b'a Passed 1st time'
1230,37.0,1.0,b'a Passed 1st time'
1232,33.0,1.0,b'a Passed 1st time'
1233,33.0,1.0,b'a Passed 1st time'
1234,32.0,1.0,b'b Passed 2nd time'
1236,41.0,1.0,b'a Passed 1st time'
1237,38.0,1.0,b'a Passed 1st time'
1238,38.0,1.0,b'a Passed 1st time'
1240,35.0,1.0,b'a Passed 1st time'
1241,30.0,0.0,b'c Failed'
1242,31.0,1.0,b'b Passed 2nd time'
1243,35.0,1.0,b'a Passed 1st time'
1244,42.0,1.0,b'a Passed 1st time'
1245,35.0,0.0,b'c Failed'
1246,41.0,1.0,b'a Passed 1st time'
1247,39.0,1.0,b'a Passed 1st time'
1248,30.0,1.0,b'a Passed 1st time'
1249,29.0,1.0,b'b Passed 2nd time'
1250,29.0,1.0,b'a Passed 1st time'
1251,43.0,1.0,b'a Passed 1st time'
1252,40.0,1.0,b'a Passed 1st time'
1253,38.0,1.0,b'a Passed 1st time'
1254,44.0,1.0,b'a Passed 1st time'
1255,38.0,1.0,b'a Passed 1st time'
1256,37.0,1.0,b'a Passed 1st time'
1257,36.0,1.0,b'a Passed 1st time'
1258,34.0,0.0,b'c Failed'
1260,38.0,1.0,b'b Passed 2nd time'
1261,43.0,1.0,b'a Passed 1st time'
1262,38.0,1.0,b'a Passed 1st time'
1263,39.0,1.0,b'a Passed 1st time'
1265,23.5,1.0,b'a Passed 1st time'
1266,35.0,1.0,b'a Passed 1st time'
1267,39.0,1.0,b'a Passed 1st time'
1268,48.0,1.0,b'a Passed 1st time'
1269,41.0,1.0,b'a Passed 1st time'
1271,46.0,1.0,b'a Passed 1st time'
1273,30.0,1.0,b'a Passed 1st time'
1274,32.0,1.0,b'b Passed 2nd time'
1275,40.0,1.0,b'b Passed 2nd time'
1276,44.0,1.0,b'a Passed 1st time'
1277,35.0,1.0,b'b Passed 2nd time'
1278,34.0,1.0,b'a Passed 1st time'
1279,44.0,1.0,b'b Passed 2nd time'
1280,31.0,1.0,b'a Passed 1st time'
1281,33.0,1.0,b'a Passed 1st time'
1282,42.0,1.0,b'a Passed 1st time'
1283,27.0,1.0,b'a Passed 1st time'
1284,17.5,1.0,b'b Passed 2nd time'
1285,33.0,1.0,b'a Passed 1st time'
1286,34.5,1.0,b'a Passed 1st time'
1287,34.0,1.0,b'a Passed 1st time'
1288,38.0,1.0,b'a Passed 1st time'
1289,42.0,1.0,b'a Passed 1st time'
1290,36.0,1.0,b'a Passed 1st time'
1292,36.0,1.0,b'a Passed 1st time'
1293,37.0,1.0,b'a Passed 1st time'
1294,33.0,1.0,b'a Passed 1st time'
1296,35.0,1.0,b'a Passed 1st time'
1297,24.0,1.0,b'b Passed 2nd time'
1298,44.0,1.0,b'a Passed 1st time'
1299,43.0,1.0,b'a Passed 1st time'
1300,34.0,1.0,b'a Passed 1st time'
1301,46.0,1.0,b'a Passed 1st time'
1303,39.0,1.0,b'a Passed 1st time'
1304,48.0,1.0,b'a Passed 1st time'
1306,29.0,1.0,b'a Passed 1st time'
1307,39.0,0.0,b'c Failed'
1308,39.0,1.0,b'a Passed 1st time'
1309,42.0,1.0,b'a Passed 1st time'
1310,40.0,1.0,b'a Passed 1st time'
1311,39.0,1.0,b'a Passed 1st time'
1314,36.0,1.0,b'a Passed 1st time'
1317,20.0,0.0,b'c Failed'
1318,39.0,1.0,b'a Passed 1st time'
1319,38.0,1.0,b'a Passed 1st time'
1320,34.0,1.0,b'a Passed 1st time'
1321,47.0,1.0,b'a Passed 1st time'
1322,30.0,1.0,b'a Passed 1st time'
1324,37.0,1.0,b'a Passed 1st time'
1325,25.0,1.0,b'a Passed 1st time'
1327,36.0,1.0,b'a Passed 1st time'
1328,44.0,1.0,b'a Passed 1st time'
1329,34.0,1.0,b'a Passed 1st time'
1330,27.5,0.0,b'c Failed'
1331,35.0,1.0,b'a Passed 1st time'
1332,37.0,1.0,b'a Passed 1st time'
1333,38.0,1.0,b'a Passed 1st time'
1334,39.0,1.0,b'a Passed 1st time'
1335,41.0,1.0,b'a Passed 1st time'
1336,26.0,1.0,b'a Passed 1st time'
1337,34.0,1.0,b'a Passed 1st time'
1338,30.0,1.0,b'a Passed 1st time'
1339,38.0,1.0,b'a Passed 1st time'
1340,40.0,1.0,b'a Passed 1st time'
1341,38.0,1.0,b'a Passed 1st time'
1342,37.0,1.0,b'b Passed 2nd time'
1343,31.5,0.0,b'c Failed'
1345,37.0,1.0,b'a Passed 1st time'
1346,42.0,1.0,b'a Passed 1st time'
1347,38.0,1.0,b'a Passed 1st time'
1348,33.0,1.0,b'a Passed 1st time'
1349,30.0,1.0,b'a Passed 1st time'
1350,37.0,1.0,b'a Passed 1st time'
1351,30.0,1.0,b'a Passed 1st time'
1352,35.0,1.0,b'a Passed 1st time'
1353,42.0,1.0,b'a Passed 1st time'
1354,36.0,1.0,b'a Passed 1st time'
1355,32.0,1.0,b'b Passed 2nd time'
1356,43.0,1.0,b'a Passed 1st time'
1358,39.0,1.0,b'a Passed 1st time'
1359,36.0,1.0,b'a Passed 1st time'
1360,35.0,1.0,b'a Passed 1st time'
1361,33.0,1.0,b'a Passed 1st time'
1364,44.0,1.0,b'a Passed 1st time'
1366,36.0,1.0,b'a Passed 1st time'
1368,33.0,1.0,b'a Passed 1st time'
1369,42.0,1.0,b'a Passed 1st time'
1371,36.0,1.0,b'a Passed 1st time'
1374,46.0,1.0,b'a Passed 1st time'
1376,25.0,0.0,b'c Failed'
1377,32.0,1.0,b'b Passed 2nd time'
1378,40.0,1.0,b'a Passed 1st time'
1379,33.0,1.0,b'a Passed 1st time'
1380,41.0,1.0,b'a Passed 1st time'
1381,43.0,1.0,b'a Passed 1st time'
1382,32.0,1.0,b'a Passed 1st time'
1383,29.5,1.0,b'a Passed 1st time'
1384,41.0,1.0,b'a Passed 1st time'
1385,36.0,1.0,b'a Passed 1st time'
1386,39.0,1.0,b'a Passed 1st time'
1387,26.0,0.0,b'c Failed'
1388,33.5,1.0,b'a Passed 1st time'
1389,41.0,1.0,b'a Passed 1st time'
1390,39.0,1.0,b'a Passed 1st time'
1391,41.0,1.0,b'a Passed 1st time'
1393,37.0,1.0,b'a Passed 1st time'
1394,32.0,1.0,b'a Passed 1st time'
1395,27.0,1.0,b'a Passed 1st time'
1396,45.0,0.0,b'c Failed'
1397,48.0,1.0,b'a Passed 1st time'
1398,32.5,1.0,b'a Passed 1st time'
1399,30.0,0.0,b'c Failed'
1400,39.0,1.0,b'a Passed 1st time'
1401,29.0,1.0,b'a Passed 1st time'
1402,42.0,1.0,b'a Passed 1st time'
1403,36.0,1.0,b'a Passed 1st time'
1404,35.0,1.0,b'a Passed 1st time'
1405,31.0,1.0,b'a Passed 1st time'
1406,36.5,1.0,b'a Passed 1st time'
1408,35.0,1.0,b'a Passed 1st time'
1409,42.0,1.0,b'a Passed 1st time'
1411,37.0,1.0,b'a Passed 1st time'
1412,34.0,1.0,b'a Passed 1st time'
1414,38.0,1.0,b'a Passed 1st time'
1416,38.0,1.0,b'a Passed 1st time'
1417,28.5,1.0,b'a Passed 1st time'
1418,38.0,1.0,b'a Passed 1st time'
1419,41.0,1.0,b'a Passed 1st time'
1420,44.0,1.0,b'b Passed 2nd time'
1421,41.0,1.0,b'a Passed 1st time'
1423,44.0,1.0,b'a Passed 1st time'
1424,27.0,0.0,b'c Failed'
1425,27.0,1.0,b'a Passed 1st time'
1426,29.0,0.0,b'c Failed'
1427,46.0,1.0,b'a Passed 1st time'
1428,39.0,1.0,b'a Passed 1st time'
1429,41.0,1.0,b'a Passed 1st time'
1430,33.0,1.0,b'a Passed 1st time'
1431,38.0,1.0,b'b Passed 2nd time'
1433,37.0,1.0,b'a Passed 1st time'
1434,40.0,1.0,b'a Passed 1st time'
1435,42.0,1.0,b'a Passed 1st time'
1436,32.0,1.0,b'a Passed 1st time'
1437,32.0,1.0,b'a Passed 1st time'
1438,34.0,1.0,b'a Passed 1st time'
1439,32.0,1.0,b'a Passed 1st time'
1440,37.0,1.0,b'a Passed 1st time'
1441,36.0,1.0,b'a Passed 1st time'
1443,38.0,1.0,b'a Passed 1st time'
1444,36.0,1.0,b'a Passed 1st time'
1445,42.0,1.0,b'a Passed 1st time'
1446,34.0,1.0,b'a Passed 1st time'
1447,44.0,1.0,b'a Passed 1st time'
1448,36.0,1.0,b'a Passed 1st time'
1449,,1.0,b'b Passed 2nd time'
1450,35.0,1.0,b'a Passed 1st time'
1452,29.0,1.0,b'a Passed 1st time'
1454,40.0,1.0,b'a Passed 1st time'
1455,48.0,1.0,b'a Passed 1st time'
1456,33.0,1.0,b'a Passed 1st time'
1457,41.0,1.0,b'a Passed 1st time'
1458,35.0,1.0,b'a Passed 1st time'
1459,32.0,1.0,b'a Passed 1st time'
1460,29.7,1.0,b'a Passed 1st time'
1461,39.0,1.0,b'a Passed 1st time'
1462,37.0,1.0,b'a Passed 1st time'
1463,39.0,1.0,b'a Passed 1st time'
1465,40.0,1.0,b'a Passed 1st time'
1466,33.0,1.0,b'a Passed 1st time'
1467,25.0,1.0,b'b Passed 2nd time'
1468,37.0,1.0,b'a Passed 1st time'
1469,21.0,1.0,b'b Passed 2nd time'
1470,27.5,1.0,b'b Passed 2nd time'
1471,35.0,1.0,b'b Passed 2nd time'
1472,30.5,1.0,b'a Passed 1st time'
1473,32.0,1.0,b'a Passed 1st time'
1474,32.3,0.0,b'c Failed'
1475,37.0,1.0,b'a Passed 1st time'
1476,41.0,1.0,b'a Passed 1st time'
1477,39.0,1.0,b'a Passed 1st time'
1480,33.0,1.0,b'b Passed 2nd time'
1481,42.0,1.0,b'a Passed 1st time'
1482,38.0,1.0,b'a Passed 1st time'
1483,31.0,1.0,b'a Passed 1st time'
1484,33.0,1.0,b'a Passed 1st time'
